Date,Time,Open,High,Low,Close,Volume
20230102,15:00:00,1850.000,1850.207,1849.866,1849.914,3816
20230102,15:15:00,1849.914,1851.490,1848.730,1850.335,3033
20230102,15:30:00,1850.335,1850.987,1849.507,1850.871,2869
20230102,15:45:00,1850.871,1852.106,1849.950,1850.950,3732
20230102,16:00:00,1850.950,1852.168,1850.654,1850.654,4115
20230102,16:15:00,1850.654,1852.033,1849.173,1851.441,1453
20230102,16:30:00,1851.441,1852.478,1849.755,1851.266,2178
20230102,16:45:00,1851.266,1852.205,1850.563,1852.205,2270
20230102,17:00:00,1852.205,1853.541,1851.523,1852.675,2996
20230102,17:15:00,1852.675,1854.595,1850.759,1851.766,1122
20230102,17:30:00,1851.766,1852.491,1850.011,1850.697,3164
20230102,17:45:00,1850.697,1850.859,1850.271,1850.271,3508
20230102,18:00:00,1850.271,1851.254,1849.505,1850.340,1213
20230102,18:15:00,1850.340,1851.302,1849.438,1850.550,4216
20230102,18:30:00,1850.550,1851.416,1850.312,1850.312,3599
20230102,18:45:00,1850.312,1851.295,1848.993,1850.770,1500
20230102,19:00:00,1850.770,1850.961,1849.844,1850.330,3421
20230102,19:15:00,1850.330,1850.650,1849.548,1850.442,2128
20230102,19:30:00,1850.442,1852.174,1850.402,1851.014,2092
20230102,19:45:00,1851.014,1851.375,1850.755,1851.166,3123
20230102,20:00:00,1851.166,1851.897,1850.492,1851.538,3433
20230102,20:15:00,1851.538,1852.448,1851.297,1851.297,1810
20230102,20:30:00,1851.297,1852.790,1851.273,1851.273,3190
20230102,20:45:00,1851.273,1851.955,1850.775,1850.775,1366
20230102,21:00:00,1850.775,1850.806,1850.221,1850.513,3370
20230102,21:15:00,1850.513,1851.485,1848.983,1850.597,3242
20230102,21:30:00,1850.597,1851.055,1849.125,1851.055,3066
20230102,21:45:00,1851.055,1851.172,1850.915,1851.037,3752
20230102,22:00:00,1851.037,1852.681,1851.025,1851.975,2193
20230102,22:15:00,1851.975,1852.954,1851.148,1851.148,2658
20230102,22:30:00,1851.148,1851.187,1850.541,1851.187,3920
20230102,22:45:00,1851.187,1852.336,1848.799,1849.613,4365
20230102,23:00:00,1849.613,1851.245,1848.814,1848.814,2331
20230102,23:15:00,1848.814,1848.932,1847.325,1848.795,3989
20230102,23:30:00,1848.795,1850.053,1847.665,1849.982,1258
20230102,23:45:00,1849.982,1852.207,1848.920,1849.578,4206
20230103,00:00:00,1849.578,1850.409,1849.488,1849.733,1122
20230103,00:15:00,1849.733,1850.921,1849.023,1850.508,1083
20230103,00:30:00,1850.508,1850.712,1849.268,1850.712,3051
20230103,00:45:00,1850.712,1851.459,1849.446,1851.338,3284
20230103,01:00:00,1851.338,1851.722,1849.455,1850.971,1623
20230103,01:15:00,1850.971,1851.251,1849.793,1850.734,3551
20230103,01:30:00,1850.734,1851.776,1850.128,1850.355,1720
20230103,01:45:00,1850.355,1850.583,1850.258,1850.321,3068
20230103,02:00:00,1850.321,1851.161,1848.793,1850.374,1737
20230103,02:15:00,1850.374,1850.651,1850.250,1850.651,2153
20230103,02:30:00,1850.651,1851.032,1850.244,1851.032,1341
20230103,02:45:00,1851.032,1851.445,1848.584,1850.668,3160
20230103,03:00:00,1850.668,1851.027,1850.392,1850.392,1197
20230103,03:15:00,1850.392,1851.000,1849.448,1850.027,2483
20230103,03:30:00,1850.027,1850.426,1848.427,1849.078,1203
20230103,03:45:00,1849.078,1850.877,1848.358,1848.358,4079
20230103,04:00:00,1848.358,1849.051,1847.878,1848.651,2528
20230103,04:15:00,1848.651,1849.194,1847.429,1849.194,4381
20230103,04:30:00,1849.194,1849.796,1848.217,1849.769,1007
20230103,04:45:00,1849.769,1850.633,1848.547,1849.189,860
20230103,05:00:00,1849.189,1849.720,1848.768,1849.720,2789
20230103,05:15:00,1849.720,1852.103,1849.439,1849.439,4496
20230103,05:30:00,1849.439,1849.861,1848.501,1849.861,4011
20230103,05:45:00,1849.861,1850.076,1848.901,1849.817,3653
20230103,06:00:00,1849.817,1850.861,1848.023,1850.861,1434
20230103,06:15:00,1850.861,1851.171,1850.079,1850.533,1039
20230103,06:30:00,1850.533,1851.249,1850.528,1850.528,3192
20230103,06:45:00,1850.528,1853.192,1850.137,1850.322,2975
20230103,07:00:00,1850.322,1852.874,1849.648,1851.161,3237
20230103,07:15:00,1851.161,1853.334,1850.172,1851.347,2453
20230103,07:30:00,1851.347,1853.072,1851.308,1852.267,3336
20230103,07:45:00,1852.267,1853.795,1851.402,1853.073,3115
20230103,08:00:00,1853.073,1853.473,1852.533,1852.533,1777
20230103,08:15:00,1852.533,1852.595,1851.900,1852.595,3443
20230103,08:30:00,1852.595,1853.590,1852.590,1852.590,2677
20230103,08:45:00,1852.590,1853.707,1851.525,1852.357,1209
20230103,09:00:00,1852.357,1852.726,1852.091,1852.726,4408
20230103,09:15:00,1852.726,1853.541,1852.350,1853.541,1967
20230103,09:30:00,1853.541,1855.443,1853.066,1854.164,4105
20230103,09:45:00,1854.164,1854.249,1854.040,1854.040,4146
20230103,10:00:00,1854.040,1854.976,1852.081,1852.731,1883
20230103,10:15:00,1852.731,1853.158,1852.352,1853.158,3066
20230103,10:30:00,1853.158,1853.967,1852.889,1853.431,3615
20230103,10:45:00,1853.431,1854.056,1852.730,1853.965,2801
20230103,11:00:00,1853.965,1856.587,1852.348,1853.955,4197
20230103,11:15:00,1853.955,1853.972,1853.856,1853.972,3958
20230103,11:30:00,1853.972,1856.428,1853.289,1855.113,3690
20230103,11:45:00,1855.113,1855.264,1855.040,1855.264,1108
20230103,12:00:00,1855.264,1855.886,1855.071,1855.886,2312
20230103,12:15:00,1855.886,1856.476,1855.549,1856.017,1322
20230103,12:30:00,1856.017,1856.314,1853.084,1856.314,963
20230103,12:45:00,1856.314,1856.977,1855.825,1855.825,1822
20230103,13:00:00,1855.825,1856.797,1853.550,1855.545,3342
20230103,13:15:00,1855.545,1855.554,1852.809,1855.096,1769
20230103,13:30:00,1855.096,1857.563,1854.173,1856.178,901
20230103,13:45:00,1856.178,1857.349,1853.715,1855.028,4004
20230103,14:00:00,1855.028,1855.938,1853.590,1855.938,1892
20230103,14:15:00,1855.938,1856.946,1854.368,1855.113,2366
20230103,14:30:00,1855.113,1856.821,1854.732,1855.937,2685
20230103,14:45:00,1855.937,1857.240,1854.134,1857.025,4368
20230103,15:00:00,1857.025,1857.285,1856.651,1857.044,4340
20230103,15:15:00,1857.044,1858.918,1856.170,1857.545,2238
20230103,15:30:00,1857.545,1858.486,1856.068,1857.163,913
20230103,15:45:00,1857.163,1859.547,1855.052,1857.075,1531
20230103,16:00:00,1857.075,1858.743,1855.505,1855.571,2215
20230103,16:15:00,1855.571,1855.711,1854.540,1855.711,3283
20230103,16:30:00,1855.711,1855.770,1855.082,1855.770,981
20230103,16:45:00,1855.770,1855.788,1855.703,1855.703,4103
20230103,17:00:00,1855.703,1856.160,1855.612,1855.612,2291
20230103,17:15:00,1855.612,1858.270,1854.388,1854.719,2152
20230103,17:30:00,1854.719,1855.957,1852.894,1854.086,2877
20230103,17:45:00,1854.086,1854.533,1852.941,1854.533,2448
20230103,18:00:00,1854.533,1855.976,1853.899,1854.285,2352
20230103,18:15:00,1854.285,1855.427,1851.959,1855.114,3321
20230103,18:30:00,1855.114,1855.629,1854.601,1854.601,1660
20230103,18:45:00,1854.601,1856.030,1853.927,1854.159,3481
20230103,19:00:00,1854.159,1855.324,1853.512,1853.875,4051
20230103,19:15:00,1853.875,1855.615,1852.630,1853.234,1495
20230103,19:30:00,1853.234,1854.058,1852.375,1852.968,1182
20230103,19:45:00,1852.968,1853.803,1851.149,1852.254,3555
20230103,20:00:00,1852.254,1854.274,1852.032,1852.032,2746
20230103,20:15:00,1852.032,1853.603,1850.711,1852.179,2665
20230103,20:30:00,1852.179,1853.046,1851.546,1851.546,2824
20230103,20:45:00,1851.546,1852.093,1851.146,1852.093,3616
20230103,21:00:00,1852.093,1852.163,1852.022,1852.163,2541
20230103,21:15:00,1852.163,1852.584,1850.038,1851.880,3650
20230103,21:30:00,1851.880,1851.924,1851.869,1851.869,2669
20230103,21:45:00,1851.869,1852.766,1850.872,1852.766,2975
20230103,22:00:00,1852.766,1852.889,1850.361,1852.889,3309
20230103,22:15:00,1852.889,1853.894,1850.565,1852.498,2547
20230103,22:30:00,1852.498,1853.821,1850.917,1852.865,2744
20230103,22:45:00,1852.865,1854.771,1852.247,1852.269,4240
20230103,23:00:00,1852.269,1853.825,1850.600,1851.606,1924
20230103,23:15:00,1851.606,1853.370,1850.906,1851.494,1760
20230103,23:30:00,1851.494,1852.537,1850.859,1851.422,1747
20230103,23:45:00,1851.422,1851.935,1850.959,1851.340,1676
20230104,00:00:00,1851.340,1851.822,1850.140,1851.822,1647
20230104,00:15:00,1851.822,1852.416,1850.788,1851.658,3953
20230104,00:30:00,1851.658,1852.591,1850.388,1850.859,2358
20230104,00:45:00,1850.859,1853.699,1850.445,1850.445,2023
20230104,01:00:00,1850.445,1852.796,1849.248,1850.471,3861
20230104,01:15:00,1850.471,1850.678,1848.328,1850.290,4477
20230104,01:30:00,1850.290,1851.121,1850.022,1850.368,2176
20230104,01:45:00,1850.368,1851.416,1848.494,1850.425,3766
20230104,02:00:00,1850.425,1851.585,1849.261,1850.768,910
20230104,02:15:00,1850.768,1852.107,1849.881,1851.370,3515
20230104,02:30:00,1851.370,1851.661,1850.491,1851.661,1005
20230104,02:45:00,1851.661,1851.729,1850.595,1851.729,2662
20230104,03:00:00,1851.729,1853.528,1850.276,1851.258,4207
20230104,03:15:00,1851.258,1853.265,1850.180,1851.948,2726
20230104,03:30:00,1851.948,1852.129,1850.834,1852.129,3462
20230104,03:45:00,1852.129,1854.867,1850.870,1852.129,964
20230104,04:00:00,1852.129,1855.062,1852.053,1852.168,1424
20230104,04:15:00,1852.168,1852.266,1850.812,1852.266,1268
20230104,04:30:00,1852.266,1852.595,1851.626,1851.879,1487
20230104,04:45:00,1851.879,1854.310,1849.971,1850.906,3742
20230104,05:00:00,1850.906,1852.369,1850.346,1851.741,905
20230104,05:15:00,1851.741,1853.158,1851.062,1851.677,2337
20230104,05:30:00,1851.677,1852.827,1850.045,1850.920,3369
20230104,05:45:00,1850.920,1851.004,1849.067,1851.004,2035
20230104,06:00:00,1851.004,1852.317,1848.507,1851.482,4005
20230104,06:15:00,1851.482,1852.914,1851.105,1852.671,3509
20230104,06:30:00,1852.671,1853.706,1851.404,1852.181,4168
20230104,06:45:00,1852.181,1853.458,1852.102,1853.162,2283
20230104,07:00:00,1853.162,1854.858,1852.822,1852.822,3805
20230104,07:15:00,1852.822,1854.546,1852.585,1852.585,3322
20230104,07:30:00,1852.585,1853.978,1851.308,1852.852,3794
20230104,07:45:00,1852.852,1853.737,1852.271,1852.918,1805
20230104,08:00:00,1852.918,1853.365,1852.258,1853.042,2703
20230104,08:15:00,1853.042,1854.656,1852.285,1852.739,2177
20230104,08:30:00,1852.739,1853.158,1852.394,1853.158,4067
20230104,08:45:00,1853.158,1853.209,1852.188,1853.209,3241
20230104,09:00:00,1853.209,1854.129,1850.297,1853.064,1150
20230104,09:15:00,1853.064,1853.130,1851.840,1853.130,3074
20230104,09:30:00,1853.130,1854.966,1852.282,1853.177,4047
20230104,09:45:00,1853.177,1854.173,1853.069,1853.069,2456
20230104,10:00:00,1853.069,1854.027,1851.885,1852.886,2974
20230104,10:15:00,1852.886,1855.135,1849.519,1852.552,3054
20230104,10:30:00,1852.552,1854.186,1852.433,1852.433,1294
20230104,10:45:00,1852.433,1852.620,1851.405,1852.620,3842
20230104,11:00:00,1852.620,1853.075,1852.288,1852.288,2783
20230104,11:15:00,1852.288,1852.554,1850.709,1852.554,3913
20230104,11:30:00,1852.554,1852.705,1851.917,1852.070,1731
20230104,11:45:00,1852.070,1852.723,1851.289,1852.303,3700
20230104,12:00:00,1852.303,1852.507,1850.799,1851.833,3656
20230104,12:15:00,1851.833,1853.439,1851.245,1851.711,3883
20230104,12:30:00,1851.711,1851.850,1850.504,1850.504,2604
20230104,12:45:00,1850.504,1852.184,1847.882,1850.200,1834
20230104,13:00:00,1850.200,1850.695,1849.669,1850.695,1103
20230104,13:15:00,1850.695,1852.313,1849.845,1850.150,1421
20230104,13:30:00,1850.150,1851.394,1848.877,1850.606,1285
20230104,13:45:00,1850.606,1851.769,1850.162,1851.769,3241
20230104,14:00:00,1851.769,1852.600,1850.469,1851.878,2613
20230104,14:15:00,1851.878,1852.347,1850.349,1851.785,2556
20230104,14:30:00,1851.785,1853.357,1850.264,1851.500,3924
20230104,14:45:00,1851.500,1851.717,1850.703,1850.874,3505
20230104,15:00:00,1850.874,1851.308,1850.211,1851.262,2473
20230104,15:15:00,1851.262,1852.795,1850.769,1851.150,1992
20230104,15:30:00,1851.150,1851.351,1850.664,1851.351,1091
20230104,15:45:00,1851.351,1852.395,1848.835,1852.395,4026
20230104,16:00:00,1852.395,1853.944,1852.130,1852.600,1270
20230104,16:15:00,1852.600,1854.266,1852.121,1852.225,1888
20230104,16:30:00,1852.225,1852.634,1851.706,1852.332,3867
20230104,16:45:00,1852.332,1853.548,1849.916,1852.776,2598
20230104,17:00:00,1852.776,1854.067,1851.885,1853.427,2849
20230104,17:15:00,1853.427,1854.674,1853.107,1853.107,3249
20230104,17:30:00,1853.107,1853.423,1852.707,1853.423,1174
20230104,17:45:00,1853.423,1853.660,1851.641,1853.660,4324
20230104,18:00:00,1853.660,1855.001,1851.868,1852.349,1903
20230104,18:15:00,1852.349,1854.156,1851.410,1852.347,1517
20230104,18:30:00,1852.347,1852.668,1851.690,1851.690,3197
20230104,18:45:00,1851.690,1853.716,1850.827,1851.499,1173
20230104,19:00:00,1851.499,1851.730,1851.256,1851.256,1458
20230104,19:15:00,1851.256,1852.143,1849.637,1851.510,1980
20230104,19:30:00,1851.510,1852.545,1851.489,1851.489,1160
20230104,19:45:00,1851.489,1851.907,1850.514,1851.325,3964
20230104,20:00:00,1851.325,1852.142,1849.573,1850.730,3022
20230104,20:15:00,1850.730,1851.120,1850.635,1850.665,2923
20230104,20:30:00,1850.665,1852.204,1849.235,1850.013,1633
20230104,20:45:00,1850.013,1850.081,1849.381,1849.381,1979
20230104,21:00:00,1849.381,1850.085,1847.048,1848.522,3293
20230104,21:15:00,1848.522,1849.097,1846.724,1849.097,2072
20230104,21:30:00,1849.097,1849.575,1845.979,1848.375,1264
20230104,21:45:00,1848.375,1848.957,1848.231,1848.957,4208
20230104,22:00:00,1848.957,1851.253,1848.470,1849.748,2501
20230104,22:15:00,1849.748,1851.454,1846.852,1850.654,1798
20230104,22:30:00,1850.654,1850.834,1850.062,1850.331,3856
20230104,22:45:00,1850.331,1852.071,1848.683,1851.087,1931
20230104,23:00:00,1851.087,1853.418,1849.956,1851.254,1894
20230104,23:15:00,1851.254,1851.673,1850.370,1851.673,2022
20230104,23:30:00,1851.673,1853.021,1850.385,1852.086,2629
20230104,23:45:00,1852.086,1853.158,1851.821,1851.821,3060
20230105,00:00:00,1851.821,1852.985,1849.611,1851.868,3656
20230105,00:15:00,1851.868,1851.951,1850.692,1851.372,4306
20230105,00:30:00,1851.372,1851.726,1851.310,1851.401,4123
20230105,00:45:00,1851.401,1854.032,1848.969,1850.464,4045
20230105,01:00:00,1850.464,1853.510,1850.134,1851.189,2857
20230105,01:15:00,1851.189,1852.242,1850.957,1851.194,1211
20230105,01:30:00,1851.194,1852.113,1849.886,1851.649,3759
20230105,01:45:00,1851.649,1853.147,1849.738,1851.541,1432
20230105,02:00:00,1851.541,1852.490,1851.383,1852.474,2428
20230105,02:15:00,1852.474,1853.854,1850.579,1853.309,4291
20230105,02:30:00,1853.309,1854.627,1851.694,1852.970,4434
20230105,02:45:00,1852.970,1853.114,1850.539,1852.730,947
20230105,03:00:00,1852.730,1853.321,1852.335,1852.406,1731
20230105,03:15:00,1852.406,1852.432,1851.126,1851.953,1203
20230105,03:30:00,1851.953,1853.821,1851.369,1852.014,2026
20230105,03:45:00,1852.014,1852.317,1851.804,1852.228,4061
20230105,04:00:00,1852.228,1852.618,1851.414,1852.618,2487
20230105,04:15:00,1852.618,1854.567,1851.762,1852.808,1496
20230105,04:30:00,1852.808,1854.274,1851.462,1853.181,2838
20230105,04:45:00,1853.181,1853.750,1852.834,1853.750,2688
20230105,05:00:00,1853.750,1854.765,1852.468,1853.319,2705
20230105,05:15:00,1853.319,1854.788,1852.269,1852.269,1447
20230105,05:30:00,1852.269,1853.564,1851.260,1853.562,2537
20230105,05:45:00,1853.562,1854.048,1852.329,1853.523,2037
20230105,06:00:00,1853.523,1854.646,1852.645,1853.709,3142
20230105,06:15:00,1853.709,1854.344,1852.930,1853.755,3664
20230105,06:30:00,1853.755,1856.937,1853.231,1853.290,3118
20230105,06:45:00,1853.290,1854.669,1851.729,1852.888,1000
20230105,07:00:00,1852.888,1853.944,1851.599,1853.727,3977
20230105,07:15:00,1853.727,1854.223,1852.164,1852.603,2243
20230105,07:30:00,1852.603,1853.368,1852.595,1852.678,3943
20230105,07:45:00,1852.678,1853.916,1850.751,1853.686,3373
20230105,08:00:00,1853.686,1854.652,1851.635,1854.376,936
20230105,08:15:00,1854.376,1856.086,1853.442,1854.636,1169
20230105,08:30:00,1854.636,1855.210,1853.943,1855.086,4021
20230105,08:45:00,1855.086,1858.189,1854.301,1855.289,2974
20230105,09:00:00,1855.289,1855.300,1853.929,1854.811,2773
20230105,09:15:00,1854.811,1855.793,1854.606,1855.793,4365
20230105,09:30:00,1855.793,1856.297,1855.150,1855.636,1724
20230105,09:45:00,1855.636,1856.865,1854.153,1855.560,2427
20230105,10:00:00,1855.560,1856.003,1854.149,1856.003,857
20230105,10:15:00,1856.003,1856.059,1855.389,1856.059,2309
20230105,10:30:00,1856.059,1857.644,1854.135,1855.641,2321
20230105,10:45:00,1855.641,1856.321,1855.090,1855.090,902
20230105,11:00:00,1855.090,1857.051,1854.314,1854.314,3452
20230105,11:15:00,1854.314,1856.376,1853.449,1855.041,3671
20230105,11:30:00,1855.041,1856.205,1853.188,1854.843,2046
20230105,11:45:00,1854.843,1855.439,1854.828,1855.439,1761
20230105,12:00:00,1855.439,1855.860,1853.726,1855.685,3843
20230105,12:15:00,1855.685,1856.178,1854.273,1855.942,3205
20230105,12:30:00,1855.942,1856.636,1855.470,1855.925,2804
20230105,12:45:00,1855.925,1858.046,1854.039,1856.064,1945
20230105,13:00:00,1856.064,1856.300,1853.306,1856.300,4303
20230105,13:15:00,1856.300,1858.496,1853.735,1856.813,2304
20230105,13:30:00,1856.813,1857.726,1856.049,1856.049,1577
20230105,13:45:00,1856.049,1858.919,1855.469,1856.519,4175
20230105,14:00:00,1856.519,1857.015,1855.501,1855.669,887
20230105,14:15:00,1855.669,1856.696,1855.332,1855.332,1315
20230105,14:30:00,1855.332,1856.123,1854.598,1855.425,3201
20230105,14:45:00,1855.425,1855.940,1853.058,1854.757,2145
20230105,15:00:00,1854.757,1856.847,1853.960,1854.918,1392
20230105,15:15:00,1854.918,1856.409,1854.801,1854.801,4070
20230105,15:30:00,1854.801,1856.371,1854.596,1855.204,4035
20230105,15:45:00,1855.204,1855.587,1853.650,1855.221,864
20230105,16:00:00,1855.221,1855.571,1855.144,1855.311,3854
20230105,16:15:00,1855.311,1856.517,1854.802,1854.802,2282
20230105,16:30:00,1854.802,1854.850,1851.909,1854.515,977
20230105,16:45:00,1854.515,1854.889,1851.916,1854.480,3498
20230105,17:00:00,1854.480,1854.658,1854.065,1854.065,2761
20230105,17:15:00,1854.065,1854.792,1853.030,1854.018,1242
20230105,17:30:00,1854.018,1854.179,1853.577,1853.577,3291
20230105,17:45:00,1853.577,1853.949,1853.076,1853.687,3357
20230105,18:00:00,1853.687,1854.809,1851.921,1853.179,2973
20230105,18:15:00,1853.179,1853.576,1851.812,1853.576,2562
20230105,18:30:00,1853.576,1854.665,1852.528,1854.334,3949
20230105,18:45:00,1854.334,1856.614,1853.572,1853.639,2561
20230105,19:00:00,1853.639,1853.898,1852.939,1853.226,2503
20230105,19:15:00,1853.226,1853.359,1852.196,1853.359,2080
20230105,19:30:00,1853.359,1854.360,1851.799,1853.064,1074
20230105,19:45:00,1853.064,1853.490,1852.789,1853.490,2568
20230105,20:00:00,1853.490,1854.611,1852.911,1854.297,3202
20230105,20:15:00,1854.297,1855.782,1853.882,1853.882,3544
20230105,20:30:00,1853.882,1854.661,1852.869,1854.286,4355
20230105,20:45:00,1854.286,1854.622,1854.089,1854.089,1978
20230105,21:00:00,1854.089,1854.748,1853.356,1853.638,3489
20230105,21:15:00,1853.638,1855.950,1853.378,1853.443,2234
20230105,21:30:00,1853.443,1854.391,1853.319,1853.767,4106
20230105,21:45:00,1853.767,1855.156,1853.103,1853.103,3943
20230105,22:00:00,1853.103,1854.607,1852.930,1853.448,3494
20230105,22:15:00,1853.448,1853.901,1852.617,1853.340,1538
20230105,22:30:00,1853.340,1855.353,1852.357,1853.192,1543
20230105,22:45:00,1853.192,1854.253,1852.060,1852.928,2441
20230105,23:00:00,1852.928,1853.763,1852.410,1853.763,2972
20230105,23:15:00,1853.763,1854.035,1852.541,1853.717,2196
20230105,23:30:00,1853.717,1854.583,1852.429,1854.001,3242
20230105,23:45:00,1854.001,1854.341,1853.801,1854.341,1444
20230106,00:00:00,1854.341,1854.724,1853.210,1854.346,2536
20230106,00:15:00,1854.346,1855.637,1854.230,1854.665,1918
20230106,00:30:00,1854.665,1856.069,1854.337,1854.819,3577
20230106,00:45:00,1854.819,1855.421,1853.571,1855.060,3532
20230106,01:00:00,1855.060,1855.850,1854.659,1854.908,1637
20230106,01:15:00,1854.908,1855.170,1854.124,1854.888,1362
20230106,01:30:00,1854.888,1855.876,1853.862,1854.932,2563
20230106,01:45:00,1854.932,1855.460,1853.884,1855.414,3682
20230106,02:00:00,1855.414,1856.937,1854.861,1855.509,2426
20230106,02:15:00,1855.509,1855.737,1855.240,1855.240,876
20230106,02:30:00,1855.240,1855.361,1854.750,1855.006,2456
20230106,02:45:00,1855.006,1855.320,1853.798,1855.320,1271
20230106,03:00:00,1855.320,1857.075,1853.946,1854.029,2684
20230106,03:15:00,1854.029,1855.357,1851.683,1855.314,1160
20230106,03:30:00,1855.314,1855.533,1854.198,1855.052,1122
20230106,03:45:00,1855.052,1855.872,1854.422,1855.291,2190
20230106,04:00:00,1855.291,1857.343,1853.783,1855.476,2973
20230106,04:15:00,1855.476,1858.080,1855.313,1855.868,2231
20230106,04:30:00,1855.868,1858.302,1855.454,1855.454,1221
20230106,04:45:00,1855.454,1855.936,1854.821,1855.185,3267
20230106,05:00:00,1855.185,1856.845,1852.560,1855.766,3372
20230106,05:15:00,1855.766,1857.775,1855.691,1856.438,3912
20230106,05:30:00,1856.438,1857.307,1855.167,1855.642,3358
20230106,05:45:00,1855.642,1857.059,1852.781,1855.060,2094
20230106,06:00:00,1855.060,1855.427,1854.108,1855.192,1925
20230106,06:15:00,1855.192,1856.130,1854.585,1855.373,1103
20230106,06:30:00,1855.373,1856.595,1853.251,1855.129,1114
20230106,06:45:00,1855.129,1857.159,1852.523,1855.525,1169
20230106,07:00:00,1855.525,1856.469,1854.041,1854.990,4043
20230106,07:15:00,1854.990,1855.014,1854.644,1855.014,4117
20230106,07:30:00,1855.014,1855.351,1853.896,1854.665,1053
20230106,07:45:00,1854.665,1856.751,1853.995,1854.231,4229
20230106,08:00:00,1854.231,1855.813,1853.493,1853.705,1814
20230106,08:15:00,1853.705,1854.674,1850.153,1853.695,2946
20230106,08:30:00,1853.695,1853.795,1853.012,1853.346,2474
20230106,08:45:00,1853.346,1853.623,1851.558,1853.623,1014
20230106,09:00:00,1853.623,1855.303,1853.133,1853.834,3578
20230106,09:15:00,1853.834,1854.526,1853.236,1853.942,4288
20230106,09:30:00,1853.942,1856.116,1853.186,1853.218,3186
20230106,09:45:00,1853.218,1854.600,1850.927,1852.832,2070
20230106,10:00:00,1852.832,1853.207,1851.576,1853.207,1147
20230106,10:15:00,1853.207,1853.633,1852.121,1853.633,4042
20230106,10:30:00,1853.633,1854.186,1852.783,1853.485,3607
20230106,10:45:00,1853.485,1853.938,1853.207,1853.207,3546
20230106,11:00:00,1853.207,1853.733,1852.715,1852.715,1677
20230106,11:15:00,1852.715,1853.830,1851.000,1853.003,1586
20230106,11:30:00,1853.003,1853.648,1850.955,1853.051,1214
20230106,11:45:00,1853.051,1854.544,1852.978,1853.590,3825
20230106,12:00:00,1853.590,1853.812,1852.529,1853.714,1336
20230106,12:15:00,1853.714,1854.283,1853.315,1854.283,1540
20230106,12:30:00,1854.283,1856.080,1854.021,1854.787,2592
20230106,12:45:00,1854.787,1855.886,1854.477,1854.477,3747
20230106,13:00:00,1854.477,1855.774,1854.043,1854.528,2638
20230106,13:15:00,1854.528,1854.617,1853.645,1854.617,4112
20230106,13:30:00,1854.617,1857.155,1853.994,1854.895,3136
20230106,13:45:00,1854.895,1856.225,1854.765,1855.744,1954
20230106,14:00:00,1855.744,1857.141,1855.121,1855.869,1617
20230106,14:15:00,1855.869,1856.076,1855.247,1856.043,1824
20230106,14:30:00,1856.043,1856.485,1854.111,1856.485,3713
20230106,14:45:00,1856.485,1857.813,1854.555,1857.499,1967
20230106,15:00:00,1857.499,1857.855,1856.131,1857.805,4203
20230106,15:15:00,1857.805,1860.487,1856.694,1858.031,1709
20230106,15:30:00,1858.031,1860.309,1856.905,1858.538,2423
20230106,15:45:00,1858.538,1859.418,1858.527,1858.527,1134
